-0.82938385,-2.7190523,-12.894185,1.9834105,-8.720566,-5.123527,-0.7397836,9.162323,-5.2052727,-9.273888,6.626752,-8.272012,3.6957386,4.7997355,-4.081732,-0.84143406,-8.149182,4.359083,-0.792213,-9.053759
0.73614734,0.5261487,-3.3157587,1.8362349,1.4160343,-7.416987,-3.9988127,-3.1389818,-1.8500478,-4.8022885,-2.2914815,-6.9311805,-9.463198,-10.815999,4.220013,2.5199325,-6.2782745,0.81137025,-11.103762,8.682765
-3.6936426,-1.0024035,-2.991581,-1.6443739,8.549609,-5.2420945,0.4975547,8.601484,1.0195962,7.145841,-1.113959,-11.810391,-3.824289,-2.8373337,8.72817,-3.8928714,1.188302,0.6120238,6.3761992,-8.594966
-1.3302279,2.130284,-0.7615405,1.7575989,-1.235616,-4.184245,-2.8768861,-5.8363767,-4.4691825,5.9124284,-2.6696305,1.7241775,-3.24322,1.0441235,1.4235142,-3.992099,7.5908823,2.203729,-14.384933,-3.636043
-2.970022,2.6272752,-10.342468,-0.33074352,-3.1455042,-13.398565,0.8725464,-7.436578,-4.0454082,-11.590152,-22.455973,2.6057074,-3.9312677,3.0637455,-10.895556,-3.5373685,-2.1936247,-4.032095,-6.6845493,-11.546762
7.098163,-4.3093505,5.146388,-3.418212,-5.6292696,-1.3010714,-3.2868083,-4.025247,1.1162101,1.1238278,-3.0232544,-14.950736,-12.094929,-8.145976,-13.775055,-9.088545,-2.6498938,7.8314767,0.104759604,-5.398257
0.44244373,0.74888206,-2.2933981,-3.7676873,1.5112667,7.4862914,0.5309232,-1.7533243,2.815503,-5.7146444,-11.932377,-8.345213,1.1597484,0.28408918,8.487587,2.4300299,-3.6671584,-4.74055,-9.684918,-6.8913946
-6.5738516,7.323625,-2.7149947,-1.3016428,-1.3404877,-2.194216,-4.4476666,-5.409721,-10.14741,0.69573283,-10.861075,5.168722,-2.851294,-7.3353457,-8.57408,-6.774276,-0.69496924,-6.9315624,-10.171125,-13.873558
-2.3994718,1.3782933,-6.451932,-6.364714,-4.39988,-7.7099752,-0.8323129,7.867798,8.226513,-5.9594717,-0.25572276,-6.7332163,-4.6073065,-1.9773707,-8.870568,-4.9811954,-3.6022098,-2.5181756,-12.98022,5.60001
-3.2787251,-2.39084,-4.1610837,2.1648972,-0.5100405,9.615474,-1.7040854,-5.807168,-5.7859097,5.155853,12.545634,-7.7320337,-7.1690807,-5.5371785,-6.7570553,-2.6883934,5.9619484,-13.292852,2.5507233,-3.6981287
7.2111983,-1.531543,1.2038842,1.2733281,-5.2427335,-5.2001915,-5.619996,1.295269,-2.7124178,-0.80854064,-10.429648,-7.1163244,-11.28525,-6.8120008,-2.2054226,12.455429,-5.1464,-5.8699822,-7.0748587,-1.6620768
1.6833965,-3.344461,3.4324765,4.4358945,-3.602347,-4.9249396,-6.644728,-11.469571,-8.544846,3.6543264,-8.526835,-9.827998,4.763955,-2.9703631,-0.23087674,5.756278,-12.72074,-5.0864234,6.9050345,3.0717454
-1.0885695,-5.559978,-4.880042,-4.733667,-8.49026,-10.550565,-6.7325964,-10.563732,-12.03164,-4.1012206,-5.4581184,-6.3948536,-3.455971,1.3657761,-2.027376,-0.15637949,1.6788298,0.61460334,0.7712604,-2.5626683
-2.551144,-0.048260514,4.873175,-1.3543541,-0.29505184,-8.4901495,5.458349,-9.6392,-6.960363,0.026735824,-1.7182579,-0.31256536,-1.9296746,-2.3898032,1.7736305,-5.355091,-5.740682,1.4503809,4.6331205,4.037956
